7D AVR - infections,7D AVR - number of orders,7D AVR - number of tests,Date,Percentage of infections in the number of tests performed,Difference of infections - week to week,Percentage of infections - week by week,Percentage Of Infections In The Number Of Tests Performed,Difference Of Infections - Week To Week,Percentage Of Infections - Week To Week,Date,The Cuotient Of Performed Tests To Orders,AVR L2:L29
669,761.2857143,4816.428571,2023-02-04,13.88995996,-,-,19.64731771,274.8571429,41.08477472,2023-02-11,6.326702946,4.703673931
679.1428571,760.8571429,4897.428571,2023-02-05,13.86733563,-,-,19.65504002,271.5714286,39.98737905,2023-02-12,6.436725498,-
690,761.5714286,4970.285714,2023-02-06,13.88250172,-,-,19.84831941,270.8571429,39.25465839,2023-02-13,6.52635528,-
755.4285714,810,5167.142857,2023-02-07,14.61985071,-,-,21.62254483,329.7142857,43.64599092,2023-02-14,6.379188713,-
809,837,5261.142857,2023-02-08,15.37688715,-,-,22.67325374,371.1428571,45.87674378,2023-02-15,6.285714286,-
860.2857143,865.5714286,5472.571429,2023-02-09,15.71995406,-,-,24.15042079,435.1428571,50.58120226,2023-02-16,6.322495461,-
868.1428571,896.1428571,4708.857143,2023-02-10,18.43638129,-,-,25.30300686,533.5714286,61.46124733,2023-02-17,5.254583134,-
943.8571429,948.2857143,4804,2023-02-11,19.64731771,274.8571429,41.08477472,26.28585745,555,58.80127138,2023-02-18,5.06598373,-
950.7142857,948.5714286,4837,2023-02-12,19.65504002,271.5714286,39.98737905,26.45525088,564,59.32381668,2023-02-19,5.099246988,-
960.8571429,948.8571429,4841,2023-02-13,19.84831941,270.8571429,39.25465839,26.39276626,565.2857143,58.83140054,2023-02-20,5.10192713,-
1085.142857,1041.428571,5018.571429,2023-02-14,21.62254483,329.7142857,43.64599092,27.63863833,600.1428571,55.30542391,2023-02-21,4.818930041,-
1180.142857,1113.285714,5205,2023-02-15,22.67325374,371.1428571,45.87674378,28.99474526,632.8571429,53.62546907,2023-02-22,4.675349673,-
1295.428571,1204.714286,5364,2023-02-16,24.15042079,435.1428571,50.58120226,29.88071571,637,49.17291575,2023-02-23,4.452508004,-
1401.714286,1296.714286,5539.714286,2023-02-17,25.30300686,533.5714286,61.46124733,30.41141468,635.2857143,45.32205463,2023-02-24,4.272116338,-
1498.857143,1367.142857,5702.142857,2023-02-18,26.28585745,555,58.80127138,30.94457781,618.8571429,41.28860084,2023-02-25,4.170846395,-
1514.714286,1368.428571,5725.571429,2023-02-19,26.45525088,564,59.32381668,30.84959509,624,41.19588796,2023-02-26,4.184048439,-
1526.142857,1367.857143,5782.428571,2023-02-20,26.39276626,565.2857143,58.83140054,31.06231771,634.2857143,41.56135917,2023-02-27,4.227362924,-
1685.285714,1508.142857,6097.571429,2023-02-21,27.63863833,600.1428571,55.30542391,31.77055512,523.8571429,31.08417394,2023-02-28,4.043099365,-
1813,1613,6252.857143,2023-02-22,28.99474526,632.8571429,53.62546907,31.76654043,427.8571429,23.59940115,2023-03-01,3.876538836,-
1932.428571,1716.857143,6467.142857,2023-02-23,29.88071571,637,49.17291575,32.2070613,340.2857143,17.60922599,2023-03-02,3.766849725,-
2037,1782.428571,6698.142857,2023-02-24,30.41141468,635.2857143,45.32205463,32.62219769,326.5714286,16.0319798,2023-03-03,3.757874489,-
2117.714286,1849.714286,6843.571429,2023-02-25,30.94457781,618.8571429,41.28860084,-,-,-,-,3.699799197,-
2138.714286,1849.285714,6932.714286,2023-02-26,30.84959509,624,41.19588796,-,-,-,-,3.748860564,-
2160.428571,1849.571429,6955.142857,2023-02-27,31.06231771,634.2857143,41.56135917,-,-,-,-,3.760407816,-
2209.142857,1843.285714,6953.428571,2023-02-28,31.77055512,523.8571429,31.08417394,-,-,-,-,3.772301015,-
2240.857143,1838.857143,7054.142857,2023-03-01,31.76654043,427.8571429,23.59940115,-,-,-,-,3.836155998,-
2272.714286,1811,7056.571429,2023-03-02,32.2070613,340.2857143,17.60922599,-,-,-,-,3.896505482,-
2363.571429,1836.857143,7245.285714,2023-03-03,32.62219769,326.5714286,16.0319798,-,-,-,-,3.944392596,-
