wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,73792,0,33395,0,t0201
dolnośląskie,dzierżoniowski,69505,0,32622,0,t0202
dolnośląskie,głogowski,65448,0,29876,0,t0203
dolnośląskie,górowski,26929,0,12234,0,t0204
dolnośląskie,jaworski,39512,4,17896,0,t0205
dolnośląskie,jeleniogórski,51688,0,23979,0,t0206
dolnośląskie,kamiennogórski,32071,0,15079,0,t0207
dolnośląskie,kłodzki,129886,17,60955,0,t0208
dolnośląskie,legnicki,44459,1,19850,0,t0209
dolnośląskie,lubański,30308,0,12821,0,t0210
dolnośląskie,lubiński,125716,0,60243,0,t0211
dolnośląskie,lwówecki,42332,0,19686,0,t0212
dolnośląskie,milicki,34680,0,16417,0,t0213
dolnośląskie,oleśnicki,99834,49,45765,8,t0214
dolnośląskie,oławski,45887,0,21639,0,t0215
dolnośląskie,polkowicki,42017,0,18429,0,t0216
dolnośląskie,strzeliński,37569,48,17540,0,t0217
dolnośląskie,średzki,22200,0,10506,0,t0218
dolnośląskie,świdnicki,103388,80,47498,0,t0219
dolnośląskie,trzebnicki,60243,26,29043,0,t0220
dolnośląskie,wałbrzyski,31575,0,15071,0,t0221
dolnośląskie,wołowski,42883,13,19165,7,t0222
dolnośląskie,wrocławski,104211,0,49699,0,t0223
dolnośląskie,ząbkowicki,56088,0,26285,0,t0224
dolnośląskie,zgorzelecki,60435,1,27443,0,t0225
dolnośląskie,złotoryjski,35346,0,15951,0,t0226
dolnośląskie,Jelenia Góra,90975,17,43859,0,t0261
dolnośląskie,Legnica,90909,34,42852,3,t0262
dolnośląskie,Wrocław,1059787,209,498374,33,t0264
dolnośląskie,Wałbrzych,212341,0,99155,0,t0265
kujawsko-pomorskie,aleksandrowski,133241,33,63420,2,t0401
kujawsko-pomorskie,brodnicki,73139,21,34359,0,t0402
kujawsko-pomorskie,bydgoski,77865,0,36920,0,t0403
kujawsko-pomorskie,chełmiński,42364,0,19912,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,36227,0,16863,0,t0405
kujawsko-pomorskie,grudziądzki,26714,5,12089,0,t0406
kujawsko-pomorskie,inowrocławski,105627,0,50261,0,t0407
kujawsko-pomorskie,lipnowski,53993,0,24884,0,t0408
kujawsko-pomorskie,mogileński,33332,0,15525,0,t0409
kujawsko-pomorskie,nakielski,86004,71,38563,2,t0410
kujawsko-pomorskie,radziejowski,44912,0,21044,0,t0411
kujawsko-pomorskie,rypiński,36268,0,17080,0,t0412
kujawsko-pomorskie,sępoleński,49132,31,22650,9,t0413
kujawsko-pomorskie,świecki,79325,0,36479,0,t0414
kujawsko-pomorskie,toruński,72799,1,31978,0,t0415
kujawsko-pomorskie,tucholski,39784,0,18291,0,t0416
kujawsko-pomorskie,wąbrzeski,28667,0,13006,0,t0417
kujawsko-pomorskie,włocławski,65862,3,31444,0,t0418
kujawsko-pomorskie,żniński,53397,0,25400,0,t0419
kujawsko-pomorskie,Bydgoszcz,439275,95,205361,42,t0461
kujawsko-pomorskie,Grudziądz,125289,14,57960,0,t0462
kujawsko-pomorskie,Toruń,195772,13,90875,3,t0463
kujawsko-pomorskie,Włocławek,95652,18,43297,0,t0464
lubelskie,bialski,62435,0,28658,0,t0601
lubelskie,biłgorajski,54904,20,26135,0,t0602
lubelskie,chełmski,36651,0,17326,0,t0603
lubelskie,hrubieszowski,45582,5,20956,0,t0604
lubelskie,janowski,31536,35,14724,3,t0605
lubelskie,krasnostawski,41756,0,19284,0,t0606
lubelskie,kraśnicki,67641,16,32020,1,t0607
lubelskie,lubartowski,56056,42,26316,0,t0608
lubelskie,lubelski,85441,9,39101,0,t0609
lubelskie,łęczyński,40650,14,19486,0,t0610
lubelskie,łukowski,57302,0,26904,0,t0611
lubelskie,opolski,45826,15,21165,11,t0612
lubelskie,parczewski,28500,0,13219,0,t0613
lubelskie,puławski,99380,2,47427,0,t0614
lubelskie,radzyński,31203,1,14831,0,t0615
lubelskie,rycki,54326,13,26055,0,t0616
lubelskie,świdnicki,46753,20,22403,0,t0617
lubelskie,tomaszowski,56858,64,26359,27,t0618
lubelskie,włodawski,35425,0,16543,0,t0619
lubelskie,zamojski,49298,14,23907,0,t0620
lubelskie,Biała Podlaska,71178,3,33632,0,t0661
lubelskie,Chełm,64308,0,29426,0,t0662
lubelskie,Lublin,449758,45,206555,6,t0663
lubelskie,Zamość,90788,0,42788,0,t0664
lubuskie,gorzowski,29748,32,13862,9,t0801
lubuskie,krośnieński,51624,0,24365,0,t0802
lubuskie,międzyrzecki,67793,1,31651,1,t0803
lubuskie,nowosolski,93293,14,41856,0,t0804
lubuskie,słubicki,39050,6,18635,1,t0805
lubuskie,strzelecko-drezdenecki,51448,68,23095,9,t0806
lubuskie,sulęciński,31427,40,14296,1,t0807
lubuskie,świebodziński,55816,65,25889,21,t0808
lubuskie,zielonogórski,89934,0,41889,0,t0809
lubuskie,żagański,69690,0,31714,0,t0810
lubuskie,żarski,101055,29,47542,12,t0811
lubuskie,wschowski,27724,6,13311,2,t0812
lubuskie,Gorzów Wielkopolski,154065,0,70736,0,t0861
lubuskie,Zielona Góra,152603,0,72859,0,t0862
łódzkie,bełchatowski,74989,3,34382,0,t1001
łódzkie,kutnowski,89884,5,43689,0,t1002
łódzkie,łaski,36574,1,17536,0,t1003
łódzkie,łęczycki,52242,31,24111,20,t1004
łódzkie,łowicki,91186,23,43568,0,t1005
łódzkie,łódzki wschodni,37663,0,17022,0,t1006
łódzkie,opoczyński,60624,46,27435,17,t1007
łódzkie,pabianicki,109433,0,51912,0,t1008
łódzkie,pajęczański,30142,12,13720,5,t1009
łódzkie,piotrkowski,51002,26,23700,0,t1010
łódzkie,poddębicki,37650,26,17853,4,t1011
łódzkie,radomszczański,90005,20,42553,12,t1012
łódzkie,rawski,29334,78,13409,35,t1013
łódzkie,sieradzki,101611,53,46533,19,t1014
łódzkie,skierniewicki,24389,0,11509,0,t1015
łódzkie,tomaszowski,106917,6,50750,1,t1016
łódzkie,wieluński,88626,19,42274,0,t1017
łódzkie,wieruszowski,33430,0,15193,0,t1018
łódzkie,zduńskowolski,50643,31,23542,0,t1019
łódzkie,zgierski,131344,0,61837,0,t1020
łódzkie,brzeziński,35120,0,16777,0,t1021
łódzkie,Łódź,911685,139,431279,11,t1061
łódzkie,Piotrków Trybunalski,82914,29,38814,0,t1062
łódzkie,Skierniewice,73514,48,34690,3,t1063
małopolskie,bocheński,79204,40,35662,11,t1201
małopolskie,brzeski,67607,0,31442,0,t1202
małopolskie,chrzanowski,111824,0,51645,0,t1203
małopolskie,dąbrowski,42685,10,20028,0,t1204
małopolskie,gorlicki,86534,0,41046,0,t1205
małopolskie,krakowski,160605,25,75366,0,t1206
małopolskie,limanowski,89627,47,41220,7,t1207
małopolskie,miechowski,61060,33,29327,1,t1208
małopolskie,myślenicki,104311,49,49134,1,t1209
małopolskie,nowosądecki,131786,33,59186,4,t1210
małopolskie,nowotarski,131904,0,60219,0,t1211
małopolskie,olkuski,110542,75,51422,48,t1212
małopolskie,oświęcimski,122067,34,57686,16,t1213
małopolskie,proszowicki,44119,0,21034,0,t1214
małopolskie,suski,69178,0,32834,0,t1215
małopolskie,tarnowski,96016,44,44697,2,t1216
małopolskie,tatrzański,35641,21,16909,0,t1217
małopolskie,wadowicki,120511,78,54237,30,t1218
małopolskie,wielicki,111267,5,50584,2,t1219
małopolskie,Kraków,1188631,168,565018,67,t1261
małopolskie,Nowy Sącz,64250,26,30495,1,t1262
małopolskie,Tarnów,114316,19,52618,4,t1263
mazowieckie,białobrzeski,35912,5,17119,0,t1401
mazowieckie,ciechanowski,80649,0,38381,0,t1402
mazowieckie,garwoliński,83398,21,40007,0,t1403
mazowieckie,gostyniński,28490,0,13783,0,t1404
mazowieckie,grodziski,95928,0,44210,0,t1405
mazowieckie,grójecki,106048,0,50115,0,t1406
mazowieckie,kozienicki,44311,3,21194,0,t1407
mazowieckie,legionowski,76585,0,33659,0,t1408
mazowieckie,lipski,26617,0,12664,0,t1409
mazowieckie,łosicki,18662,13,9013,1,t1410
mazowieckie,makowski,41567,0,19348,0,t1411
mazowieckie,miński,129896,57,58493,35,t1412
mazowieckie,mławski,61081,0,29086,0,t1413
mazowieckie,nowodworski,113027,44,52553,15,t1414
mazowieckie,ostrołęcki,50033,7,23512,0,t1415
mazowieckie,ostrowski,50857,23,24775,13,t1416
mazowieckie,otwocki,92305,0,44592,0,t1417
mazowieckie,piaseczyński,244998,56,115139,26,t1418
mazowieckie,płocki,86469,0,41174,0,t1419
mazowieckie,płoński,80291,0,37471,0,t1420
mazowieckie,pruszkowski,135575,23,64211,0,t1421
mazowieckie,przasnyski,50604,12,24288,0,t1422
mazowieckie,przysuski,28905,25,13595,2,t1423
mazowieckie,pułtuski,46728,0,22387,0,t1424
mazowieckie,radomski,64095,28,30184,0,t1425
mazowieckie,siedlecki,31203,0,15007,0,t1426
mazowieckie,sierpecki,44956,21,21403,2,t1427
mazowieckie,sochaczewski,83683,0,39682,0,t1428
mazowieckie,sokołowski,42598,33,20057,0,t1429
mazowieckie,szydłowiecki,20960,5,9340,0,t1430
mazowieckie,warszawski zachodni,115220,4,54802,0,t1432
mazowieckie,węgrowski,46570,23,22211,0,t1433
mazowieckie,wołomiński,211686,203,95849,11,t1434
mazowieckie,wyszkowski,63109,5,30126,0,t1435
mazowieckie,zwoleński,28538,0,13665,0,t1436
mazowieckie,żuromiński,29644,0,14606,0,t1437
mazowieckie,żyrardowski,57243,0,27020,0,t1438
mazowieckie,Ostrołęka,70900,0,33993,0,t1461
mazowieckie,Płock,130317,152,60386,45,t1462
mazowieckie,Radom,234604,47,108702,26,t1463
mazowieckie,Siedlce,118139,21,55825,13,t1464
mazowieckie,Warszawa,2578489,606,1209163,225,t1465
opolskie,brzeski,71479,0,33720,0,t1601
opolskie,głubczycki,41715,35,19743,0,t1602
opolskie,kędzierzyńsko-kozielski,80799,0,38291,0,t1603
opolskie,kluczborski,54890,33,26038,3,t1604
opolskie,krapkowicki,97718,7,44986,0,t1605
opolskie,namysłowski,28351,0,13382,0,t1606
opolskie,nyski,94394,0,45374,0,t1607
opolskie,oleski,49161,0,23383,0,t1608
opolskie,opolski,66416,0,31046,0,t1609
opolskie,prudnicki,40200,13,18852,1,t1610
opolskie,strzelecki,57290,3,26677,2,t1611
opolskie,Opole,188828,7,88830,2,t1661
podkarpackie,bieszczadzki,10189,0,4922,0,t1801
podkarpackie,brzozowski,46710,0,21992,0,t1802
podkarpackie,dębicki,66472,0,28816,0,t1803
podkarpackie,jarosławski,57813,53,26573,17,t1804
podkarpackie,jasielski,60450,12,27455,10,t1805
podkarpackie,kolbuszowski,23084,21,10745,2,t1806
podkarpackie,krośnieński,50177,0,24270,0,t1807
podkarpackie,leżajski,41529,16,18988,5,t1808
podkarpackie,lubaczowski,33308,0,15466,0,t1809
podkarpackie,łańcucki,41272,0,19801,0,t1810
podkarpackie,mielecki,88219,0,42062,0,t1811
podkarpackie,niżański,33146,0,15963,0,t1812
podkarpackie,przemyski,19559,0,9533,0,t1813
podkarpackie,przeworski,30326,6,14618,1,t1814
podkarpackie,ropczycko-sędziszowski,39027,29,17924,2,t1815
podkarpackie,rzeszowski,55409,0,25950,0,t1816
podkarpackie,sanocki,38685,0,17978,0,t1817
podkarpackie,stalowowolski,74372,0,35217,0,t1818
podkarpackie,strzyżowski,27999,1,13650,0,t1819
podkarpackie,tarnobrzeski,16201,17,7316,0,t1820
podkarpackie,leski,14411,3,6895,0,t1821
podkarpackie,Krosno,44436,19,21290,1,t1861
podkarpackie,Przemyśl,46157,12,21129,3,t1862
podkarpackie,Rzeszów,565899,162,263954,13,t1863
podkarpackie,Tarnobrzeg,62294,26,29309,5,t1864
podlaskie,augustowski,43562,0,20234,0,t2001
podlaskie,białostocki,63554,0,30351,0,t2002
podlaskie,bielski,36849,0,17534,0,t2003
podlaskie,grajewski,28860,30,13841,0,t2004
podlaskie,hajnowski,29525,0,13920,0,t2005
podlaskie,kolneński,22607,46,10571,0,t2006
podlaskie,łomżyński,15891,0,7492,0,t2007
podlaskie,moniecki,23410,21,11140,5,t2008
podlaskie,sejneński,12289,0,5791,0,t2009
podlaskie,siemiatycki,31930,0,15457,0,t2010
podlaskie,sokólski,43585,0,20960,0,t2011
podlaskie,suwalski,8660,0,4129,0,t2012
podlaskie,wysokomazowiecki,47550,21,22706,0,t2013
podlaskie,zambrowski,27536,8,12836,0,t2014
podlaskie,Białystok,493216,133,229414,16,t2061
podlaskie,Łomża,68661,3,32795,0,t2062
podlaskie,Suwałki,57435,0,26443,0,t2063
pomorskie,bytowski,68021,0,31735,0,t2201
pomorskie,chojnicki,87938,11,41511,0,t2202
pomorskie,człuchowski,41546,10,18683,2,t2203
pomorskie,gdański,59726,0,28616,0,t2204
pomorskie,kartuski,93492,20,43994,5,t2205
pomorskie,kościerski,64163,11,30491,0,t2206
pomorskie,kwidzyński,64858,0,30545,0,t2207
pomorskie,lęborski,58428,0,27171,0,t2208
pomorskie,malborski,41816,0,19949,0,t2209
pomorskie,nowodworski,32861,0,15365,0,t2210
pomorskie,pucki,59403,16,27986,3,t2211
pomorskie,słupski,46734,0,22251,0,t2212
pomorskie,starogardzki,100628,33,47431,0,t2213
pomorskie,tczewski,82690,0,37837,0,t2214
pomorskie,wejherowski,160119,65,75566,1,t2215
pomorskie,sztumski,42914,0,19650,0,t2216
pomorskie,Gdańsk,825787,108,391382,18,t2261
pomorskie,Gdynia,287806,45,130569,20,t2262
pomorskie,Słupsk,116350,40,54977,9,t2263
pomorskie,Sopot,93567,56,45343,37,t2264
śląskie,będziński,112753,0,53084,0,t2401
śląskie,bielski,110758,94,49315,31,t2402
śląskie,cieszyński,161654,30,75778,25,t2403
śląskie,częstochowski,90428,0,42909,0,t2404
śląskie,gliwicki,135116,12,59498,3,t2405
śląskie,kłobucki,58690,19,27345,1,t2406
śląskie,lubliniecki,54843,2,25381,0,t2407
śląskie,mikołowski,42250,0,20237,0,t2408
śląskie,myszkowski,56593,9,26897,0,t2409
śląskie,pszczyński,66506,25,31393,9,t2410
śląskie,raciborski,90374,0,42346,0,t2411
śląskie,rybnicki,26499,0,12899,0,t2412
śląskie,tarnogórski,149140,0,71418,0,t2413
śląskie,bieruńsko-lędziński,39529,0,18734,0,t2414
śląskie,wodzisławski,126849,19,58991,1,t2415
śląskie,zawierciański,105067,1,48640,0,t2416
śląskie,żywiecki,108132,43,51360,43,t2417
śląskie,Bielsko-Biała,221465,0,103459,0,t2461
śląskie,Bytom,146111,76,68235,0,t2462
śląskie,Chorzów,116003,0,54339,0,t2463
śląskie,Częstochowa,265511,0,124230,0,t2464
śląskie,Dąbrowa Górnicza,92183,0,43115,0,t2465
śląskie,Gliwice,282263,192,131669,57,t2466
śląskie,Jastrzębie-Zdrój,59864,25,28095,8,t2467
śląskie,Jaworzno,93517,0,43218,0,t2468
śląskie,Katowice,591439,54,277294,20,t2469
śląskie,Mysłowice,50884,0,24502,0,t2470
śląskie,Piekary Śląskie,39134,0,18387,0,t2471
śląskie,Ruda Śląska,184436,0,88851,0,t2472
śląskie,Rybnik,69062,0,32183,0,t2473
śląskie,Siemianowice Śląskie,89477,40,42615,4,t2474
śląskie,Sosnowiec,216945,0,99967,0,t2475
śląskie,Świętochłowice,41835,0,19688,0,t2476
śląskie,Tychy,114945,44,55154,0,t2477
śląskie,Zabrze,138495,32,62511,0,t2478
śląskie,Żory,63376,0,29615,0,t2479
świętokrzyskie,buski,52840,0,24852,0,t2601
