wojewodztwo,powiat_miasto,liczba_szczepien_ogolem,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,1,0,1,0,t00
dolnośląskie,bolesławiecki,1675,0,1,0,t0201
dolnośląskie,dzierżoniowski,1127,0,0,0,t0202
dolnośląskie,głogowski,1025,197,0,0,t0203
dolnośląskie,górowski,88,0,0,0,t0204
dolnośląskie,jaworski,552,0,0,0,t0205
dolnośląskie,jeleniogórski,526,0,0,0,t0206
dolnośląskie,kamiennogórski,797,125,0,0,t0207
dolnośląskie,kłodzki,3587,0,75,0,t0208
dolnośląskie,legnicki,0,0,0,0,t0209
dolnośląskie,lubański,628,0,0,0,t0210
dolnośląskie,lubiński,2418,0,0,0,t0211
dolnośląskie,lwówecki,708,0,77,0,t0212
dolnośląskie,milicki,505,37,0,0,t0213
dolnośląskie,oleśnicki,1129,0,78,0,t0214
dolnośląskie,oławski,1052,0,0,0,t0215
dolnośląskie,polkowicki,0,0,0,0,t0216
dolnośląskie,strzeliński,506,0,0,0,t0217
dolnośląskie,średzki,89,0,0,0,t0218
dolnośląskie,świdnicki,2224,0,253,0,t0219
dolnośląskie,trzebnicki,1364,96,0,0,t0220
dolnośląskie,wałbrzyski,776,0,0,0,t0221
dolnośląskie,wołowski,535,0,0,0,t0222
dolnośląskie,wrocławski,425,52,0,0,t0223
dolnośląskie,ząbkowicki,1411,0,144,0,t0224
dolnośląskie,zgorzelecki,2486,0,456,0,t0225
dolnośląskie,złotoryjski,422,0,0,0,t0226
dolnośląskie,Jelenia Góra,2150,30,71,0,t0261
dolnośląskie,Legnica,2681,0,288,0,t0262
dolnośląskie,Wrocław,28263,385,2421,4,t0264
dolnośląskie,Wałbrzych,3445,162,593,86,t0265
kujawsko-pomorskie,aleksandrowski,1283,61,147,17,t0401
kujawsko-pomorskie,brodnicki,861,0,73,0,t0402
kujawsko-pomorskie,bydgoski,263,0,0,0,t0403
kujawsko-pomorskie,chełmiński,600,0,72,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,413,0,0,0,t0405
kujawsko-pomorskie,grudziądzki,85,0,0,0,t0406
kujawsko-pomorskie,inowrocławski,2178,0,224,0,t0407
kujawsko-pomorskie,lipnowski,858,0,158,0,t0408
kujawsko-pomorskie,mogileński,483,0,56,0,t0409
kujawsko-pomorskie,nakielski,446,0,0,0,t0410
kujawsko-pomorskie,radziejowski,831,0,173,0,t0411
kujawsko-pomorskie,rypiński,590,0,219,0,t0412
kujawsko-pomorskie,sępoleński,856,0,72,0,t0413
kujawsko-pomorskie,świecki,819,0,1,0,t0414
kujawsko-pomorskie,toruński,468,18,0,0,t0415
kujawsko-pomorskie,tucholski,350,0,0,0,t0416
kujawsko-pomorskie,wąbrzeski,247,0,0,0,t0417
kujawsko-pomorskie,włocławski,433,0,0,0,t0418
kujawsko-pomorskie,żniński,880,0,0,0,t0419
kujawsko-pomorskie,Bydgoszcz,12671,268,749,0,t0461
kujawsko-pomorskie,Grudziądz,2413,174,217,0,t0462
kujawsko-pomorskie,Toruń,5480,120,560,0,t0463
kujawsko-pomorskie,Włocławek,2108,400,73,1,t0464
lubelskie,bialski,484,42,0,0,t0601
lubelskie,biłgorajski,790,0,72,0,t0602
lubelskie,chełmski,79,0,0,0,t0603
lubelskie,hrubieszowski,596,0,77,0,t0604
lubelskie,janowski,917,90,0,0,t0605
lubelskie,krasnostawski,1011,0,0,0,t0606
lubelskie,kraśnicki,770,19,0,0,t0607
lubelskie,lubartowski,1126,0,0,0,t0608
lubelskie,lubelski,881,0,0,0,t0609
lubelskie,łęczyński,708,0,0,0,t0610
lubelskie,łukowski,1241,0,0,0,t0611
lubelskie,opolski,586,0,73,0,t0612
lubelskie,parczewski,708,0,0,0,t0613
lubelskie,puławski,2693,0,220,0,t0614
lubelskie,radzyński,626,0,0,0,t0615
lubelskie,rycki,507,0,72,0,t0616
lubelskie,świdnicki,525,1,0,0,t0617
lubelskie,tomaszowski,1171,66,72,66,t0618
lubelskie,włodawski,766,77,74,2,t0619
lubelskie,zamojski,441,0,0,0,t0620
lubelskie,Biała Podlaska,2786,242,292,1,t0661
lubelskie,Chełm,1703,48,214,0,t0662
lubelskie,Lublin,15638,358,681,1,t0663
lubelskie,Zamość,1968,0,217,0,t0664
lubuskie,gorzowski,277,0,0,0,t0801
lubuskie,krośnieński,680,0,74,0,t0802
lubuskie,międzyrzecki,1445,0,69,0,t0803
lubuskie,nowosolski,1443,9,84,0,t0804
lubuskie,słubicki,424,0,74,0,t0805
lubuskie,strzelecko-drezdenecki,609,0,73,0,t0806
lubuskie,sulęciński,518,0,71,0,t0807
lubuskie,świebodziński,1071,30,135,0,t0808
lubuskie,zielonogórski,1000,0,79,0,t0809
lubuskie,żagański,517,60,83,60,t0810
lubuskie,żarski,1792,6,241,6,t0811
lubuskie,wschowski,473,0,84,0,t0812
lubuskie,Gorzów Wielkopolski,3103,207,229,0,t0861
lubuskie,Zielona Góra,2200,96,233,0,t0862
łódzkie,bełchatowski,1620,0,268,0,t1001
łódzkie,kutnowski,1208,0,60,0,t1002
łódzkie,łaski,355,30,0,0,t1003
łódzkie,łęczycki,1134,0,71,0,t1004
łódzkie,łowicki,1966,0,162,0,t1005
łódzkie,łódzki wschodni,277,0,0,0,t1006
łódzkie,opoczyński,820,6,70,0,t1007
łódzkie,pabianicki,1536,0,1,0,t1008
łódzkie,pajęczański,426,66,0,0,t1009
łódzkie,piotrkowski,234,0,0,0,t1010
łódzkie,poddębicki,578,0,0,0,t1011
łódzkie,radomszczański,2289,0,383,0,t1012
łódzkie,rawski,322,42,0,0,t1013
łódzkie,sieradzki,1656,49,148,0,t1014
łódzkie,skierniewicki,0,0,0,0,t1015
łódzkie,tomaszowski,1618,0,76,0,t1016
łódzkie,wieluński,578,0,0,0,t1017
łódzkie,wieruszowski,286,47,73,47,t1018
łódzkie,zduńskowolski,876,0,75,0,t1019
łódzkie,zgierski,3723,27,878,24,t1020
łódzkie,brzeziński,442,0,0,0,t1021
łódzkie,Łódź,26764,515,1704,3,t1061
łódzkie,Piotrków Trybunalski,1700,101,71,0,t1062
łódzkie,Skierniewice,1374,18,140,0,t1063
małopolskie,bocheński,839,0,90,0,t1201
małopolskie,brzeski,1067,0,82,0,t1202
małopolskie,chrzanowski,1302,0,141,0,t1203
małopolskie,dąbrowski,914,0,71,0,t1204
małopolskie,gorlicki,1293,159,51,0,t1205
małopolskie,krakowski,848,36,0,0,t1206
małopolskie,limanowski,1216,0,84,0,t1207
małopolskie,miechowski,1213,0,150,0,t1208
małopolskie,myślenicki,909,0,0,0,t1209
małopolskie,nowosądecki,712,0,0,0,t1210
małopolskie,nowotarski,1883,0,80,0,t1211
małopolskie,olkuski,874,0,0,0,t1212
małopolskie,oświęcimski,1503,0,70,0,t1213
małopolskie,proszowicki,696,0,74,0,t1214
małopolskie,suski,1219,0,141,0,t1215
małopolskie,tarnowski,761,0,0,0,t1216
małopolskie,tatrzański,943,0,72,0,t1217
małopolskie,wadowicki,961,60,66,0,t1218
małopolskie,wielicki,293,0,0,0,t1219
małopolskie,Kraków,29694,473,1731,0,t1261
małopolskie,Nowy Sącz,1395,0,76,0,t1262
małopolskie,Tarnów,3809,0,294,0,t1263
mazowieckie,białobrzeski,245,0,0,0,t1401
mazowieckie,ciechanowski,2059,170,136,1,t1402
mazowieckie,garwoliński,651,37,0,0,t1403
mazowieckie,gostyniński,474,0,0,0,t1404
mazowieckie,grodziski,2488,0,77,0,t1405
mazowieckie,grójecki,1593,0,142,0,t1406
mazowieckie,kozienicki,428,30,81,30,t1407
mazowieckie,legionowski,351,0,0,0,t1408
mazowieckie,lipski,436,54,0,0,t1409
mazowieckie,łosicki,178,0,0,0,t1410
mazowieckie,makowski,493,0,0,0,t1411
mazowieckie,miński,1242,90,0,0,t1412
mazowieckie,mławski,1084,48,168,40,t1413
mazowieckie,nowodworski,3127,0,0,0,t1414
mazowieckie,ostrołęcki,124,0,0,0,t1415
mazowieckie,ostrowski,936,72,0,0,t1416
mazowieckie,otwocki,1479,0,0,0,t1417
mazowieckie,piaseczyński,3197,67,0,0,t1418
mazowieckie,płocki,968,0,1,0,t1419
mazowieckie,płoński,988,11,48,0,t1420
mazowieckie,pruszkowski,3056,43,0,0,t1421
mazowieckie,przasnyski,846,0,75,0,t1422
mazowieckie,przysuski,440,0,78,0,t1423
mazowieckie,pułtuski,778,0,0,0,t1424
mazowieckie,radomski,964,0,122,0,t1425
mazowieckie,siedlecki,88,0,0,0,t1426
mazowieckie,sierpecki,532,0,0,0,t1427
mazowieckie,sochaczewski,1402,132,501,93,t1428
mazowieckie,sokołowski,809,0,69,0,t1429
