wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,182,78,0,0,t00
dolnośląskie,bolesławiecki,63379,301,27788,216,t0201
dolnośląskie,dzierżoniowski,58446,147,25679,102,t0202
dolnośląskie,głogowski,53933,291,23004,221,t0203
dolnośląskie,górowski,23580,0,10293,0,t0204
dolnośląskie,jaworski,34691,25,15164,0,t0205
dolnośląskie,jeleniogórski,45226,113,20456,55,t0206
dolnośląskie,kamiennogórski,26780,69,12117,46,t0207
dolnośląskie,kłodzki,109568,109,49217,64,t0208
dolnośląskie,legnicki,38229,94,16285,47,t0209
dolnośląskie,lubański,24278,211,9300,7,t0210
dolnośląskie,lubiński,113000,293,53438,240,t0211
dolnośląskie,lwówecki,34218,47,14619,7,t0212
dolnośląskie,milicki,29125,156,13085,120,t0213
dolnośląskie,oleśnicki,76651,254,31967,131,t0214
dolnośląskie,oławski,40996,1,18841,1,t0215
dolnośląskie,polkowicki,36868,126,15426,122,t0216
dolnośląskie,strzeliński,32442,155,14346,98,t0217
dolnośląskie,średzki,19159,22,8798,7,t0218
dolnośląskie,świdnicki,85833,172,37249,89,t0219
dolnośląskie,trzebnicki,50938,139,22536,137,t0220
dolnośląskie,wałbrzyski,28721,8,13259,8,t0221
dolnośląskie,wołowski,37225,76,16140,45,t0222
dolnośląskie,wrocławski,90812,49,41009,36,t0223
dolnośląskie,ząbkowicki,48269,60,21966,34,t0224
dolnośląskie,zgorzelecki,48922,57,21412,56,t0225
dolnośląskie,złotoryjski,29808,13,12717,4,t0226
dolnośląskie,Jelenia Góra,78612,292,36207,217,t0261
dolnośląskie,Legnica,78514,199,35727,190,t0262
dolnośląskie,Wrocław,945179,3979,428866,2994,t0264
dolnośląskie,Wałbrzych,194169,467,89210,310,t0265
kujawsko-pomorskie,aleksandrowski,122825,147,57482,51,t0401
kujawsko-pomorskie,brodnicki,58687,349,24999,233,t0402
kujawsko-pomorskie,bydgoski,66697,85,29197,77,t0403
kujawsko-pomorskie,chełmiński,35405,24,15815,0,t0404
kujawsko-pomorskie,golubsko-dobrzyński,29755,0,12610,0,t0405
kujawsko-pomorskie,grudziądzki,21796,44,9277,9,t0406
kujawsko-pomorskie,inowrocławski,93268,49,42051,30,t0407
kujawsko-pomorskie,lipnowski,44638,166,19343,128,t0408
kujawsko-pomorskie,mogileński,24243,165,10358,141,t0409
kujawsko-pomorskie,nakielski,70296,0,30509,0,t0410
kujawsko-pomorskie,radziejowski,39506,70,17253,42,t0411
kujawsko-pomorskie,rypiński,29163,126,12545,116,t0412
kujawsko-pomorskie,sępoleński,43968,20,19892,4,t0413
kujawsko-pomorskie,świecki,64910,179,28380,90,t0414
kujawsko-pomorskie,toruński,61105,196,24290,167,t0415
kujawsko-pomorskie,tucholski,33456,0,14555,0,t0416
kujawsko-pomorskie,wąbrzeski,23053,17,9791,2,t0417
kujawsko-pomorskie,włocławski,54852,73,24270,51,t0418
kujawsko-pomorskie,żniński,44763,236,19134,188,t0419
kujawsko-pomorskie,Bydgoszcz,379098,1146,170815,939,t0461
kujawsko-pomorskie,Grudziądz,106180,762,46226,630,t0462
kujawsko-pomorskie,Toruń,160537,565,69282,389,t0463
kujawsko-pomorskie,Włocławek,79115,307,33473,153,t0464
lubelskie,bialski,53793,216,23922,208,t0601
