wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,74161,45,33565,21,t0201
dolnośląskie,dzierżoniowski,70055,8,32863,0,t0202
dolnośląskie,głogowski,65946,25,30077,4,t0203
dolnośląskie,górowski,27050,0,12293,0,t0204
dolnośląskie,jaworski,39635,7,17931,0,t0205
dolnośląskie,jeleniogórski,51877,10,24042,2,t0206
dolnośląskie,kamiennogórski,32306,30,15183,22,t0207
dolnośląskie,kłodzki,130461,19,61177,3,t0208
dolnośląskie,legnicki,44637,4,19930,4,t0209
dolnośląskie,lubański,30505,16,12889,5,t0210
dolnośląskie,lubiński,126268,18,60518,13,t0211
dolnośląskie,lwówecki,42572,0,19759,0,t0212
dolnośląskie,milicki,34865,23,16518,4,t0213
dolnośląskie,oleśnicki,100850,49,46180,16,t0214
dolnośląskie,oławski,45945,0,21667,0,t0215
dolnośląskie,polkowicki,42329,0,18569,0,t0216
dolnośląskie,strzeliński,37813,0,17662,0,t0217
dolnośląskie,średzki,22326,4,10543,3,t0218
dolnośląskie,świdnicki,104280,28,47883,11,t0219
dolnośląskie,trzebnicki,60548,3,29189,1,t0220
dolnośląskie,wałbrzyski,31728,27,15150,0,t0221
dolnośląskie,wołowski,43073,13,19242,2,t0222
dolnośląskie,wrocławski,104618,22,49907,14,t0223
dolnośląskie,ząbkowicki,56480,58,26410,25,t0224
dolnośląskie,zgorzelecki,60911,16,27687,12,t0225
dolnośląskie,złotoryjski,35471,9,16009,1,t0226
dolnośląskie,Jelenia Góra,91417,62,44052,27,t0261
dolnośląskie,Legnica,91613,42,43142,17,t0262
dolnośląskie,Wrocław,1064085,504,499993,208,t0264
dolnośląskie,Wałbrzych,213159,116,99494,51,t0265
kujawsko-pomorskie,aleksandrowski,132976,11,63285,7,t0401
kujawsko-pomorskie,brodnicki,73605,44,34566,17,t0402
kujawsko-pomorskie,bydgoski,78205,11,37092,6,t0403
kujawsko-pomorskie,chełmiński,42328,7,19865,3,t0404
kujawsko-pomorskie,golubsko-dobrzyński,36493,0,16973,0,t0405
kujawsko-pomorskie,grudziądzki,26935,16,12225,2,t0406
kujawsko-pomorskie,inowrocławski,106079,5,50432,1,t0407
kujawsko-pomorskie,lipnowski,54415,26,25069,4,t0408
kujawsko-pomorskie,mogileński,33666,12,15709,10,t0409
kujawsko-pomorskie,nakielski,86710,29,38760,15,t0410
kujawsko-pomorskie,radziejowski,45168,10,21168,3,t0411
kujawsko-pomorskie,rypiński,36620,0,17181,0,t0412
kujawsko-pomorskie,sępoleński,49263,26,22684,3,t0413
kujawsko-pomorskie,świecki,80065,57,36740,24,t0414
kujawsko-pomorskie,toruński,73199,32,32207,23,t0415
kujawsko-pomorskie,tucholski,39941,25,18326,0,t0416
kujawsko-pomorskie,wąbrzeski,28828,0,13104,0,t0417
kujawsko-pomorskie,włocławski,66290,13,31670,2,t0418
kujawsko-pomorskie,żniński,53568,18,25523,13,t0419
kujawsko-pomorskie,Bydgoszcz,441107,190,205990,62,t0461
kujawsko-pomorskie,Grudziądz,126020,109,58263,50,t0462
kujawsko-pomorskie,Toruń,197070,113,91356,45,t0463
kujawsko-pomorskie,Włocławek,96495,71,43525,23,t0464
lubelskie,bialski,62732,8,28758,0,t0601
lubelskie,biłgorajski,55235,0,26261,0,t0602
lubelskie,chełmski,36794,8,17376,4,t0603
lubelskie,hrubieszowski,45972,19,21117,5,t0604
lubelskie,janowski,31827,36,14873,22,t0605
lubelskie,krasnostawski,42030,42,19424,18,t0606
lubelskie,kraśnicki,68056,10,32210,5,t0607
