wojewodztwo,powiat_miasto,liczba_szczepien_ogolnie,liczba_szczepien_dziennie,dawka_2_ogolem,dawka_2_dziennie,teryt
woj_puste,pow_puste,4,0,0,0,t00
dolnośląskie,bolesławiecki,76492,148,34011,17,t0201
dolnośląskie,dzierżoniowski,72726,159,33435,8,t0202
dolnośląskie,głogowski,68613,146,30762,47,t0203
dolnośląskie,górowski,27582,33,12410,0,t0204
dolnośląskie,jaworski,40805,62,18172,16,t0205
dolnośląskie,jeleniogórski,53514,14,24354,1,t0206
dolnośląskie,kamiennogórski,33591,44,15508,15,t0207
dolnośląskie,kłodzki,135106,266,62051,27,t0208
dolnośląskie,legnicki,45627,6,20085,3,t0209
dolnośląskie,lubański,31540,75,13085,24,t0210
dolnośląskie,lubiński,130173,188,61162,26,t0211
dolnośląskie,lwówecki,44038,42,20132,3,t0212
dolnośląskie,milicki,36063,89,16774,24,t0213
dolnośląskie,oleśnicki,104361,23,47137,2,t0214
dolnośląskie,oławski,46853,12,21757,0,t0215
dolnośląskie,polkowicki,43268,53,18805,7,t0216
dolnośląskie,strzeliński,39041,82,17931,11,t0217
dolnośląskie,średzki,23186,21,10800,2,t0218
dolnośląskie,świdnicki,108266,142,48858,30,t0219
dolnośląskie,trzebnicki,62561,54,29680,0,t0220
dolnośląskie,wałbrzyski,33013,48,15454,8,t0221
dolnośląskie,wołowski,44252,56,19466,2,t0222
dolnośląskie,wrocławski,107611,97,50579,28,t0223
dolnośląskie,ząbkowicki,58763,97,26785,20,t0224
dolnośląskie,zgorzelecki,63079,143,28072,37,t0225
dolnośląskie,złotoryjski,36411,5,16234,2,t0226
dolnośląskie,Jelenia Góra,94820,84,44646,14,t0261
dolnośląskie,Legnica,95007,52,43756,9,t0262
dolnośląskie,Wrocław,1100809,1230,505446,167,t0264
dolnośląskie,Wałbrzych,219556,165,100461,27,t0265
kujawsko-pomorskie,aleksandrowski,136387,178,64042,24,t0401
kujawsko-pomorskie,brodnicki,76182,110,35302,13,t0402
kujawsko-pomorskie,bydgoski,80373,60,37648,13,t0403
kujawsko-pomorskie,chełmiński,44120,72,20314,12,t0404
