wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,3291,-,-,0.86,17,4,13,2478,0,0,9565,3505,6042,18,t00,2023-03-02
dolnośląskie,-,-,108,-,-,0.37,1,1,0,60,0,0,350,118,232,0,t02,2023-03-02
kujawsko-pomorskie,-,-,277,-,-,1.34,1,0,1,217,0,0,721,285,434,2,t04,2023-03-02
lubelskie,-,-,312,-,-,1.48,1,0,1,201,0,0,851,350,499,2,t06,2023-03-02
lubuskie,-,-,66,-,-,0.65,0,0,0,79,0,0,188,69,119,0,t08,2023-03-02
łódzkie,-,-,256,-,-,1.05,0,0,0,203,0,0,711,261,450,0,t10,2023-03-02
małopolskie,-,-,300,-,-,0.88,0,0,0,250,0,0,772,310,461,1,t12,2023-03-02
mazowieckie,-,-,387,-,-,0.71,5,1,4,246,0,0,1240,407,830,3,t14,2023-03-02
opolskie,-,-,56,-,-,0.57,0,0,0,34,0,0,317,62,255,0,t16,2023-03-02
podkarpackie,-,-,145,-,-,0.68,3,2,1,109,0,0,421,154,266,1,t18,2023-03-02
podlaskie,-,-,136,-,-,1.16,0,0,0,117,0,0,345,150,194,1,t20,2023-03-02
pomorskie,-,-,156,-,-,0.66,0,0,0,159,0,0,514,160,353,1,t22,2023-03-02
śląskie,-,-,448,-,-,0.99,5,0,5,333,0,0,1155,489,661,5,t24,2023-03-02
świętokrzyskie,-,-,109,-,-,0.89,0,0,0,62,0,0,303,116,186,1,t26,2023-03-02
warmińsko-mazurskie,-,-,136,-,-,0.96,0,0,0,140,0,0,458,147,311,0,t28,2023-03-02
wielkopolskie,-,-,262,-,-,0.75,1,0,1,178,0,0,525,270,255,0,t30,2023-03-02
zachodniopomorskie,-,-,87,-,-,0.51,0,0,0,88,0,0,321,88,232,1,t32,2023-03-02
