wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,3462,-,-,0.9,21,7,14,2865,0,0,9931,3701,6199,31,t00,2023-03-08
dolnośląskie,-,-,128,-,-,0.44,1,0,1,80,0,0,366,134,232,0,t02,2023-03-08
kujawsko-pomorskie,-,-,217,-,-,1.05,0,0,0,205,0,0,639,227,405,7,t04,2023-03-08
lubelskie,-,-,258,-,-,1.23,1,0,1,170,0,0,747,269,477,1,t06,2023-03-08
lubuskie,-,-,88,-,-,0.87,0,0,0,63,0,0,237,89,147,1,t08,2023-03-08
łódzkie,-,-,216,-,-,0.88,1,0,1,238,0,0,643,225,416,2,t10,2023-03-08
małopolskie,-,-,299,-,-,0.88,1,0,1,294,0,0,746,312,431,3,t12,2023-03-08
mazowieckie,-,-,501,-,-,0.92,6,2,4,312,0,0,1290,539,749,2,t14,2023-03-08
opolskie,-,-,100,-,-,1.02,0,0,0,53,0,0,313,102,210,1,t16,2023-03-08
podkarpackie,-,-,184,-,-,0.87,3,1,2,217,0,0,647,206,441,0,t18,2023-03-08
podlaskie,-,-,160,-,-,1.36,1,0,1,121,0,0,408,185,222,1,t20,2023-03-08
pomorskie,-,-,152,-,-,0.65,2,1,1,150,0,0,534,166,366,2,t22,2023-03-08
śląskie,-,-,427,-,-,0.95,1,1,0,387,0,0,1239,460,776,3,t24,2023-03-08
świętokrzyskie,-,-,115,-,-,0.93,0,0,0,73,0,0,243,122,121,0,t26,2023-03-08
warmińsko-mazurskie,-,-,196,-,-,1.38,3,2,1,161,0,0,651,209,440,2,t28,2023-03-08
wielkopolskie,-,-,303,-,-,0.87,1,0,1,216,0,0,645,329,314,2,t30,2023-03-08
zachodniopomorskie,-,-,91,-,-,0.54,0,0,0,122,0,0,363,95,264,4,t32,2023-03-08
